SpeciesCat_ISSCAAP_code,Species_AFSIS,CommName,Family,Order
34,Sebastes helvomaculatus,Rosethorn rockfish,Scorpaenidae,SCORPAENIFORMES
56,Fragum hemicardium,Pacific half cockle,Cardiidae,BIVALVIA
33,Gymnelus hemifasciatus,Halfbarred pout,Zoarcidae,ZOARCOIDEI
34,Argyropelecus hemigymnus,Half-naked hatchetfish,Sternoptychidae,STOMIIFORMES
34,Triplophos hemingi,,Gonostomatidae,STOMIIFORMES
38,Carcharhinus hemiodon,Pondicherry shark,Carcharhinidae,CARCHARHINIFORMES
13,Phractocephalus hemioliopterus,Redtail catfish,Pimelodidae,SILURIFORMES
33,Cephalopholis hemistiktos,Yellowfin hind,Serranidae,PERCOIDEI
82,Lobophyllia hemprichii,Largebrain root coral,Mussidae,ANTHOZOA
33,Epinephelus heniochus,Bridled grouper,Serranidae,PERCOIDEI
38,Mustelus henlei,Brown smooth-hound,Triakidae,CARCHARHINIFORMES
13,Isichthys henryi,,Mormyridae,OSTEOGLOSSIFORMES
42,Polybius henslowii,Henslow’s swimming crab,Portunidae,BRACHYURA
42,Calappa hepatica,Ridged box crab,Calappidae,BRACHYURA
32,Rhynchogadus hepaticus,,Moridae,GADIFORMES
33,Serranus hepatus,Brown comber,Serranidae,PERCOIDEI
33,Paracanthurus hepatus,Palette surgeonfish,Acanthuridae,ACANTHUROIDEI
33,Parenchelyurus hepburni,Hepburn's blenny,Blenniidae,OTHER PERCIFORMES
13,Oligosarcus hepsetus,,Characidae,CHARACIFORMES
37,Atherina hepsetus,Mediterranean sand smelt,Atherinidae,ATHERINIFORMES
35,Anchoa hepsetus,Broad-striped anchovy,Engraulidae,CLUPEIFORMES
33,Parupeneus heptacanthus,Cinnabar goatfish,Mullidae,PERCOIDEI
33,Filimanus heptadactyla,Sevenfinger threadfin,Polynemidae,PERCOIDEI
13,Hyphessobrycon herbertaxelrodi,Black neon tetra,Characidae,CHARACIFORMES
38,Apristurus herklotsi,Longfin catshark,Scyliorhinidae,CARCHARHINIFORMES
43,Scyllarides herklotsii,Red slipper lobster,Scyllaridae,REPTANTIA
33,Similiparma hermani,Cape damsel,Pomacentridae,PERCOIDEI
21,Pseudoscaphirhynchus hermanni,Dwarf sturgeon,Acipenseridae,ACIPENSERIFORMES
76,Bathypectinura heros,Deepsea brittle star,Ophiodermatidae,OPHIUROIDEA
34,Paratriacanthodes herrei,,Triacanthodidae,TETRAODONTIFORMES
76,Stichopus herrmanni,,Stichopodidae,HOLOTHUROIDEA
38,Raja herwigi,,Rajidae,RAJIFORMES
34,Metelectrona herwigi,,Myctophidae,MYCTOPHIFORMES
33,Sciades herzbergii,Pemecou sea catfish,Ariidae,SILURIFORMES
31,Pseudopleuronectes herzenst.,Yellow striped flounder,Pleuronectidae,PLEURONECTIFORMES
33,Gymnocanthus herzensteini,,Cottidae,SCORPAENIFORMES
11,Pungtungia herzi,,Cyprinidae,CYPRINIFORMES
38,Bathyraja hesperafricana,,Rajidae,RAJIFORMES
38,Scyliorhinus hesperius,Whitesaddled catshark,Scyliorhinidae,CARCHARHINIFORMES
13,Knodus heteresthes,,Characidae,CHARACIFORMES
45,Plesionika heterocarpus,Arrow shrimp,Pandalidae,NATANTIA
45,Alpheus heterochaelis,Bigclaw snapping shrimp,Alpheidae,NATANTIA
77,Tylorrhynchus heterochaetus,,Nereididae,POLYCHAETA
33,Crenimugil heterocheilus,Half fringelip mullet,Mugilidae,MUGILIFORMES
41,Macrobrachium heterochirus,Cascade river prawn,Palaemonidae,NATANTIA
11,Notropis heterodon,Blackchin shiner,Cyprinidae,CYPRINIFORMES
34,Scombrolabrax heterolepis,Longfin escolar,Scombrolabracidae,OTHER PERCIFORMES
11,Notropis heterolepis,Blacknose shiner,Cyprinidae,CYPRINIFORMES
35,Encrasicholina heteroloba,Shorthead anchovy,Engraulidae,CLUPEIFORMES
11,Rasbora heteromorpha,Harlequin rasbora,Cyprinidae,CYPRINIFORMES
92,Pterocladia heteroplatos,,Gelidiaceae,RHODOPHYCEAE
11,Schismatorhynchos heterorhynchos,,Cyprinidae,CYPRINIFORMES
13,Hemisilurus heterorhynchus,,Siluridae,SILURIFORMES
33,Bembrops heterurus,Squaretail duckbill,Percophidae,TRACHINOIDEI
34,Parapterois heterurus,Blackfoot firefish,Scorpaenidae,SCORPAENIFORMES
37,Cheilopogon heterurus,,Exocoetidae,BELONIFORMES
33,Aluterus heudelotii,Dotterel filefish,Monacanthidae,TETRAODONTIFORMES
33,Arius heudelotii,Smoothmouth sea catfish,Ariidae,SILURIFORMES
76,Ophionotus hexactis,,Ophiuridae,OPHIUROIDEA
71,Rana hexadactyla,Indian green frog,Ranidae,ANURA
32,Coelorinchus hexafasciatus,Six-band grenadier,Macrouridae,GADIFORMES
33,Myripristis hexagona,Doubletooth soldierfish,Holocentridae,BERYCIFORMES
33,Halimuraena hexagonata,,Pseudochromidae,PERCOIDEI
33,Epinephelus hexagonatus,Starspotted grouper,Serranidae,PERCOIDEI
11,Acrossocheilus hexagonolepis,Copper mahseer,Cyprinidae,CYPRINIFORMES
33,Ernogrammus hexagrammus,,Stichaeidae,ZOARCOIDEI
33,Filimanus hexanema,Javanese threadfin,Polynemidae,PERCOIDEI
13,Laides hexanema,,Schilbeidae,SILURIFORMES
33,Chaeturichthys hexanema,,Gobiidae,GOBIOIDEI
33,Nemipterus hexodon,Ornate threadfin bream,Nemipteridae,PERCOIDEI
33,Parapercis hexophtalma,Speckled sandperch,Pinguipedidae,TRACHINOIDEI
31,Dicologlossa hexophthalma,Ocellated wedge sole,Soleidae,PLEURONECTIFORMES
45,Solenocera hextii,Deep-sea mud shrimp,Solenoceridae,NATANTIA
13,Kronichthys heylandi,,Loricariidae,SILURIFORMES
33,Phenablennius heyligeri,,Blenniidae,OTHER PERCIFORMES
56,Tivela hians,,Veneridae,BIVALVIA
37,Ablennes hians,Flat needlefish,Belonidae,BELONIFORMES
56,Katelysia hiantina,Hiant venus,Veneridae,BIVALVIA
33,Acanthoplesiops hiatti,,Plesiopidae,PERCOIDEI
23,Coregonus hiemalis,,Coregonidae,SALMONIFORMES
57,Sepia hierredda,Giant African cuttlefish,Sepiidae,CEPHALOPODA
38,Mustelus higmani,Smalleye smooth-hound,Triakidae,CARCHARHINIFORMES
33,Lonchopisthus higmani,,Opistognathidae,PERCOIDEI
13,Brycon hilarii,,Characidae,CHARACIFORMES
13,Salminus hilarii,,Characidae,CHARACIFORMES
45,Metapenaeopsis hilarula,Minstrel shrimp,Penaeidae,NATANTIA
13,Amarginops hildae,Hilda's grunter,Bagridae,SILURIFORMES
13,Profundulus hildebrandi,Chiapas killifish,Profundulidae,CYPRINODONTIFORMES
76,Holothuria hilla,,Holothuriidae,HOLOTHUROIDEA
38,Etmopterus hillianus,Carribean lanternshark,Squalidae,SQUALIFORMES
45,Palaemon hiltoni,Hilton shrimp,Palaemonidae,NATANTIA
33,Callionymus hindsii,,Callionymidae,OTHER PERCIFORMES
34,Gymnoscopelus hintonoides,,Myctophidae,MYCTOPHIFORMES
33,Hippocampus hippocampus,Short snouted seahorse,Syngnathidae,SYNGNATHIFORMES
31,Reinhardtius hippoglossoides,Greenland halibut,Pleuronectidae,PLEURONECTIFORMES
31,Hippoglossus hippoglossus,Atlantic halibut,Pleuronectidae,PLEURONECTIFORMES
56,Hippopus hippopus,Bear paw clam,Tridacnidae,BIVALVIA
37,Seriola hippos,Samson fish,Carangidae,PERCOIDEI
37,Caranx hippos,Crevalle jack,Carangidae,PERCOIDEI
37,Coryphaena hippurus,Common dolphinfish,Coryphaenidae,PERCOIDEI
76,Rhopiella hirsuta,,Echinasteridae,ASTEROIDEA
76,Cheiraster hirsutus,,Benthopectinidae,ASTEROIDEA
41,Procambarus hirsutus,,Cambaridae,REPTANTIA
33,Brachionichthys hirsutus,,Brachionichthyidae,LOPHIIFORMES
34,Bassanago hirsutus,,Congridae,ANGUILLIFORMES
42,Cardisoma hirtipes,Blue land crab,Gecarcinidae,BRACHYURA
33,Chelidoperca hirundinacea,,Serranidae,PERCOIDEI
,Sterna hirundo,Common tern,Laridae,CHARADRIIFORMES
81,Pteria hirundo,European wing oyster,Pteriidae,BIVALVIA
33,Leiocottus hirundo,Lavender sculpin,Cottidae,SCORPAENIFORMES
13,Valencia hispanica,Valencia toothcarp,Valenciidae,CYPRINODONTIFORMES
41,Daphnia hispanica,,Daphniidae,CLADOCERA
11,Anaecypris hispanica,,Cyprinidae,CYPRINIFORMES
33,Gonioplectrus hispanus,Spanish flag,Serranidae,PERCOIDEI
63,Phoca hispida,Ringed seal,Phocidae,PINNIPEDIA
44,Munida hispida,Bristle squat lobster,Galatheidae,ANOMURA
77,Rhopilema hispidum,,Rhizostomidae,SCYPHOZOA
33,Antennarius hispidus,Shaggy angler,Antennariidae,LOPHIIFORMES
33,Stephanolepis hispidus,Planehead filefish,Monacanthidae,TETRAODONTIFORMES
45,Stenopus hispidus,Banded coral shrimp,Stenopodidae,NATANTIA
31,Monochirus hispidus,Whiskered sole,Soleidae,PLEURONECTIFORMES
38,Halaelurus hispidus,Bristly catshark,Scyliorhinidae,CARCHARHINIFORMES
33,Arothron hispidus,White-spotted puffer,Tetraodontidae,TETRAODONTIFORMES
33,Scartelaos histophorus,Walking goby,Gobiidae,GOBIOIDEI
52,Cyprea histrio,Histrio cowrie,Cypraeidae,GASTROPODA
33,Stalix histrio,,Opistognathidae,PERCOIDEI
34,Scorpaena histrio,Player scorpionfish,Scorpaenidae,SCORPAENIFORMES
33,Histrio histrio,Sargassumfish,Antennariidae,LOPHIIFORMES
33,Aruma histrio,Slow goby,Gobiidae,GOBIOIDEI
33,Hippocampus histrix,Thorny seahorse,Syngnathidae,SYNGNATHIFORMES
13,Poeciliopsis hnilickai,,Poeciliidae,CYPRINODONTIFORMES
33,Scarus hoefleri,Guinean parrotfish,Scaridae,PERCOIDEI
33,Chaetodon hoefleri,Four-banded butterflyfish,Chaetodontidae,PERCOIDEI
33,Pisodonophis hoeveni,Hoeven's snake eel,Ophichthidae,ANGUILLIFORMES
11,Leptobarbus hoeveni,Hoven's carp,Cyprinidae,CYPRINIFORMES
47,Lysiosquilla hoevenii,Lizard mantis,Lysiosquillidae,STOMATOPODA
13,Pterolebias hoignei,,Aplocheilidae,CYPRINODONTIFORMES
34,Ceratias holboelli,Kroyer's deep-sea angler fish,Ceratiidae,LOPHIIFORMES
34,Ophidion holbrooki,Band cusk-eel,Ophidiidae,OPHIDIIFORMES
33,Diplodus holbrooki,Spottail seabream,Sparidae,PERCOIDEI
38,Rhinobatos holcorhynchus,Slender guitarfish,Rhinobatidae,RAJIFORMES
13,Pseudodoras holdeni,,Doradidae,SILURIFORMES
33,Alloclinus holderi,Island kelpfish,Labrisomidae,OTHER PERCIFORMES
38,Raja hollandi,,Rajidae,RAJIFORMES
34,Hollardia hollardi,Reticulate spikefish,Triacanthodidae,TETRAODONTIFORMES
33,Diodon holocanthus,Longspined porcupinefish,Diodontidae,TETRAODONTIFORMES
33,Argyrosomus hololepidotus,Southern meagre(=Mulloway),Sciaenidae,PERCOIDEI
34,Zenion hololepis,Dwarf dory,Macrurocyttidae,ZEIFORMES
12,Taeniochromis holotaenia,,Cichlidae,PERCOIDEI
11,Barbus holotaenia,Spotscale barb,Cyprinidae,CYPRINIFORMES
32,Macrourus holotrachys,Bigeye grenadier,Macrouridae,GADIFORMES
45,Lipkebe holthuisi,,Palaemonidae,NATANTIA
43,Enoplometopus holthuisi,Bullseye reef lobster,Enoplometopidae,REPTANTIA
45,Lipkius holthuisi,Wellington shrimp,Nematocarcinidae,NATANTIA
43,Parribacus holthuisi,Red-spotted mitten lobster,Scyllaridae,REPTANTIA
34,Diaphus holti,Small lantern fish,Myctophidae,MYCTOPHIFORMES
33,Rhabdosargus holubi,Cape stumpnose,Sparidae,PERCOIDEI
43,Panulirus homarus,Scalloped spiny lobster,Palinuridae,REPTANTIA
77,Nephtys hombergii,,Nephtyidae,POLYCHAETA
34,Talismania homoptera,Hairfin smooth-head,Alepocephalidae,SALMONIFORMES
33,Amblyrhynchotes honckenii,Evileye blaasop,Tetraodontidae,TETRAODONTIFORMES
11,Pseudoperilampus hondae,,Cyprinidae,CYPRINIFORMES
13,Cochliodon hondae,,Loricariidae,SILURIFORMES
63,Phocarctos hookeri,New Zealand sea lion,Otariidae,PINNIPEDIA
34,Petrotyx hopkinsi,Velvetnose brotula,Ophidiidae,OPHIDIIFORMES
33,Paricelinus hopliticus,Thornback sculpin,Cottidae,SCORPAENIFORMES
45,Alpheus hoplocheles,Armed snapping shrimp,Alpheidae,NATANTIA
11,Labeo horie,,Cyprinidae,CYPRINIFORMES
38,Rhinobatos horkelii,Brazilian guitarfish,Rhinobatidae,RAJIFORMES
92,Scinaia hormoides,Moniliform sea moss,Galaxauraceae,RHODOPHYCEAE
12,Iranocichla hormuzensis,,Cichlidae,PERCOIDEI
33,Polynemus hornadayi,Hornaday’s paradise fish,Polynemidae,PERCOIDEI
92,Portieria hornemannii,Clawed sea moss,Rhizophyllidaceae,RHODOPHYCEAE
76,Stichopus horrens,Selenka's sea cucumber,Stichopodidae,HOLOTHUROIDEA
76,Dermechinus horridus,Deepsea urchin,Echinidae,ECHINOIDEA
33,Hypselognathus horridus,Prickly pipefish,Syngnathidae,SYNGNATHIFORMES
33,Halichoeres hortulanus,Checkerboard wrasse,Labridae,PERCOIDEI
62,Lagenodelphis hosei,Fraser's dolphin,Delphinidae,ODONTOCETI
45,Heterocarpus hostilis,Panama nylon shrimp,Pandalidae,NATANTIA
33,Pseudoplesiops howensis,,Pseudochromidae,PERCOIDEI
33,Amphichaetodon howensis,Lord Howe Island butterflyfish,Chaetodontidae,PERCOIDEI
23,Coregonus hoyi,Bloater,Coregonidae,SALMONIFORMES
25,Entosphenus hubbsi,Kern brook lamprey,Petromyzontidae,PETROMYZONTIFORMES
13,Novumbra hubbsi,Olympic mudminnow,Umbridae,ESOCIFORMES
37,Notocheirus hubbsi,,Notocheiridae,ATHERINIFORMES
32,Merluccius hubbsi,Argentine hake,Merlucciidae,GADIFORMES
37,Colpichthys hubbsi,Delta silverside,Atherinidae,ATHERINIFORMES
13,Allodontichthys hubbsi,Whitepatched splitfin,Goodeidae,CYPRINODONTIFORMES
23,Hucho hucho,Huchen,Salmonidae,SALMONIFORMES
11,Notropis hudsonius,Spottail shiner,Cyprinidae,CYPRINIFORMES
11,Aulopyge huegelii,Dalmatian barbelgudgeon,Cyprinidae,CYPRINIFORMES
32,Physiculus huloti,Brown codling,Moridae,GADIFORMES
56,Glossus humanus,Oxheart cockle,Glossidae,BIVALVIA
52,Rhinocoryne humboldti,Humboldt's potamid,Potamididae,GASTROPODA
13,Eigenmannia humboldtii,,Sternopygidae,GYMNOTIFORMES
33,Pelsartia humeralis,,Terapontidae,PERCOIDEI
33,Paralabrax humeralis,Peruvian rock seabass,Serranidae,PERCOIDEI
13,Ichthyoelephas humeralis,,Curimatidae,CHARACIFORMES
35,Harengula humeralis,Redear herring,Clupeidae,CLUPEIFORMES
33,Chaetodon humeralis,Threebanded butterflyfish,Chaetodontidae,PERCOIDEI
34,Centriscops humerosus,Banded yellowfish,Centriscidae,SYNGNATHIFORMES
37,Carangoides humerosus,Duskyshoulder trevally,Carangidae,PERCOIDEI
82,Acropora humilis,Finger coral,Acroporidae,ANTHOZOA
31,Solea humilis,,Soleidae,PLEURONECTIFORMES
12,Pelvicachromis humilis,,Cichlidae,PERCOIDEI
57,Octopus hummelincki,Bumblebee octopus,Octopodidae,CEPHALOPODA
52,Buccinum humphreysianum,Humphrey's buccinum,Buccinidae,GASTROPODA
45,Parapenaeopsis hungerfordi,Dog shrimp,Penaeidae,NATANTIA
12,Oreochromis hunteri,,Cichlidae,PERCOIDEI
34,Dacodraco hunteri,,Channichthyidae,PERCOIDEI
33,Hypoplectrodes huntii,Redbanded perch,Serranidae,PERCOIDEI
21,Huso huso,Beluga,Acipenseridae,ACIPENSERIFORMES
34,Parazanclistius hutchinsi,Short boarfish,Pentacerotidae,PERCOIDEI
13,Kimberleyeleotris hutchinsi,Mitchell gudgeon,Eleotridae,GOBIOIDEI
32,Eeyorius hutchinsi,Tasmanian codling,Moridae,GADIFORMES
13,Belonophago hutsebouti,,Distichodontidae,CHARACIFORMES
,Puffinus huttoni,Huttons shearwater,Procellariidae,PROCELLARIIFORMES
34,Schedophilus huttoni,New Zealand ruffe,Centrolophidae,"STROMATEOIDEI, ANABANTOIDEI"
31,Samariscus huysmani,Huysman's righteye flounder,Samaridae,PLEURONECTIFORMES
82,Acropora hyacinthus,Brush coral,Acroporidae,ANTHOZOA
57,Martialia hyadesi,Sevenstar flying squid,Ommastrephidae,CEPHALOPODA
56,Tellina hyalina,Hyaline tellin,Tellinidae,BIVALVIA
34,Sudis hyalina,,Paralepididae,AULOPIFORMES
23,Protosalanx hyalocranius,Clearhead icefish,Salangidae,SALMONIFORMES
,Clangula hyemalis,Long-tailed duck,Anatidae,ANSERIFORMES
34,Hygophum hygomii,Bermuda lantern fish,Myctophidae,MYCTOPHIFORMES
11,Botia hymenophysa,Tiger loach,Cobitidae,CYPRINIFORMES
38,Rhinobatos hynnicephalus,,Rhinobatidae,RAJIFORMES
33,Kaupichthys hyoproroides,False moray,Chlopsidae,ANGUILLIFORMES
53,Hyotissa hyotis,Honeycomb oyster,Gryphaeidae,BIVALVIA
33,Thamnaconus hypargyreus,Lesser-spotted leatherjacket,Monacanthidae,TETRAODONTIFORMES
33,Antennablennius hypenetes,Arabian blenny,Blenniidae,OTHER PERCIFORMES
91,Laminaria hyperborea,North European kelp,Laminariaceae,PHAEOPHYCEAE
38,Raja hyperborea,Arctic skate,Rajidae,RAJIFORMES
,Larus hyperboreus,Glaucous gull,Laridae,CHARADRIIFORMES
33,Allolumpenus hypochromus,Y-prickleback,Stichaeidae,ZOARCOIDEI
34,Stemonidium hypomelas,Black serrivomerid eel,Serrivomeridae,ANGUILLIFORMES
13,Ompok hypophthalmus,,Siluridae,SILURIFORMES
13,Pangasius hypophthalmus,Striped catfish,Pangasiidae,SILURIFORMES
33,Rathbunella hypoplecta,Stripefin ronquil,Bathymasteridae,ZOARCOIDEI
38,Mobula hypostoma,Lesser devil ray,Mobulidae,RAJIFORMES
13,Gymnorhamphichthys hypostomus,,Rhamphichthyidae,GYMNOTIFORMES
33,Torquigener hypselogeneion,Orange-spotted toadfish,Tetraodontidae,TETRAODONTIFORMES
37,Velifer hypselopterus,Sailfin velifer,Veliferidae,LAMPRIFORMES
13,Bagrichthys hypselopterus,Blacklancer catfish,Bagridae,SILURIFORMES
45,Pandalus hypsinotus,Coonstripe shrimp,Pandalidae,NATANTIA
13,Amaralia hypsiurus,,Aspredinidae,SILURIFORMES
77,Chrysaora hysoscella,,Pelagiidae,SCYPHOZOA
38,Deania hystricosa,Rough longnose dogfish,Squalidae,SQUALIFORMES
82,Seriatopora hystrix,Thin birdsnest coral,Pocilloporidae,ANTHOZOA
38,Potamotrygon hystrix,,Potamotrygonidae,RAJIFORMES
33,Diodon hystrix,Spot-fin porcupinefish,Diodontidae,TETRAODONTIFORMES
13,Acanthicus hystrix,,Loricariidae,SILURIFORMES
38,Hypogaleus hyugaensis,Blacktipe tope,Triakidae,CARCHARHINIFORMES
13,Aphanius iberus,Spanish toothcarp,Cyprinodontidae,CYPRINODONTIFORMES
13,Coreobagrus ichikawai,,Bagridae,SILURIFORMES
53,Spondylus ictericus,Digitate thorny oyster,Spondylidae,BIVALVIA
41,Macrobrachium idae,Orana river prawn,Palaemonidae,NATANTIA
41,Macrobrachium idella,Slender river prawn,Palaemonidae,NATANTIA
11,Ctenopharyngodon idellus,Grass carp(=White amur),Cyprinidae,CYPRINIFORMES
37,Sphyraena idiastes,Pelican barracuda,Sphyraenidae,OTHER PERCIFORMES
34,Bertella idiomorpha,,Oneirodidae,LOPHIIFORMES
11,Leuciscus idus,Orfe(=Ide),Cyprinidae,CYPRINIFORMES
33,Cephalopholis igarashiensis,Garish hind,Serranidae,PERCOIDEI
37,Caranx ignobilis,Giant trevally,Carangidae,PERCOIDEI
56,Mactra iheringi,Ihering's trough shell,Mactridae,BIVALVIA
37,Hyporhamphus ihi,,Hemiramphidae,BELONIFORMES
33,Neosynchiropus ijimai,Japanese dragonet,Callionymidae,OTHER PERCIFORMES
13,Maccullochella ikei,Eastern freshwater cod,Percichthyidae,PERCOIDEI
24,Tenualosa ilisha,Hilsa shad,Clupeidae,CLUPEIFORMES
57,Illex illecebrosus,Northern shortfin squid,Ommastrephidae,CEPHALOPODA
37,Eumegistus illustris,Brilliant pomfret,Bramidae,PERCOIDEI
33,Dinematichthys iluocoeteoides,Yellow pigmy brotula,Bythitidae,OPHIDIIFORMES
76,Ophiacantha imago,,Ophiacanthidae,OPHIUROIDEA
33,Apogon imberbis,Cardinal fish,Apogonidae,PERCOIDEI
34,Sirembo imberbis,,Ophidiidae,OPHIDIIFORMES
32,Gadella imberbis,Beardless codling,Moridae,GADIFORMES
72,Eretmochelys imbricata,Hawksbill turtle,Cheloniidae,TESTUDINES
81,Pinctada imbricata,Atlantic pearl oyster,Pteriidae,BIVALVIA
56,Arca imbricata,Mossy ark,Arcidae,BIVALVIA
38,Himantura imbricata,Scaly whipray,Dasyatidae,RAJIFORMES
33,Stegastes imbricatus,Cape Verde gregory,Pomacentridae,PERCOIDEI
12,Tilapia imbriferna,,Cichlidae,PERCOIDEI
34,Pogonophryne immaculata,,Artedidraconidae,PERCOIDEI
33,Arothron immaculatus,Immaculate puffer,Tetraodontidae,TETRAODONTIFORMES
33,Mecaenichthys immaculatus,Immaculate damsel,Pomacentridae,PERCOIDEI
37,Lampris immaculatus,Southern opah,Lampridae,LAMPRIFORMES
33,Hyperoplus immaculatus,Greater sand-eel,Ammodytidae,TRACHINOIDEI
38,Halaelurus immaculatus,Spotless catshark,Scyliorhinidae,CARCHARHINIFORMES
33,Giganthias immaculatus,,Serranidae,PERCOIDEI
,Gavia immer,Great northern diver,Gaviidae,GAVIIFORMES
41,Orconectes immunis,Calico crayfish,Cambaridae,REPTANTIA
,Phoebastria immutabilis,Laysan albatross,Diomedeidae,PROCELLARIIFORMES
31,Solea impar,Adriatic sole,Soleidae,PLEURONECTIFORMES
76,Holothuria impatiens,Bottleneck sea cucumber,Holothuriidae,HOLOTHUROIDEA
77,Lumbrineris impatiens,,Lumbrineridae,POLYCHAETA
,Thalassarche impavida,Campbell albatross,Diomedeidae,PROCELLARIIFORMES
33,Pomacanthus imperator,Emperor angelfish,Pomacanthidae,PERCOIDEI
53,Spondylus imperialis,Imperial thorny oyster,Spondylidae,BIVALVIA
33,Luvarus imperialis,Luvar,Luvaridae,ACANTHUROIDEI
31,Arnoglossus imperialis,Imperial scaldfish,Bothidae,PLEURONECTIFORMES
34,Ectreposebastes imus,,Scorpaenidae,SCORPAENIFORMES
56,Scapharca inaequivalvis,Inequivalve ark,Arcidae,BIVALVIA
56,Tellina incarnata,Fleshy tellin,Tellinidae,BIVALVIA
56,Donax incarnatus,Fleshy donax,Donacidae,BIVALVIA
57,Sepia incerta,,Sepiidae,CEPHALOPODA
77,Arachnopusia inchoata,,Arachnopusiidae,BRYOZOA
33,Mugil incilis,Parassi mullet,Mugilidae,MUGILIFORMES
33,Kyphosus incisor,Yellow sea chub,Kyphosidae,PERCOIDEI
33,Pomadasys incisus,Bastard grunt,Haemulidae,PERCOIDEI
13,Glossolepis incisus,Red rainbowfish,Melanotaeniidae,ATHERINIFORMES
33,Parablennius incognitus,,Blenniidae,OTHER PERCIFORMES
25,Culaea inconstans,Brook stickleback,Gasterosteidae,GASTEROSTEIFORMES
52,Hinia incrassata,Thickened nassa,Nassariidae,GASTROPODA
83,Crella incrustans,Orange frond sponge,Crellidae,DEMOSPONGIAE
34,Cetichthys indagator,,Cetomimidae,CETOMIMIFORMES
52,Lophiotoma indica,Indian turrid,Turridae,GASTROPODA
56,Scapharca indica,Rudder ark,Arcidae,BIVALVIA
54,Perna indica,Indian brown mussel,Mytilidae,BIVALVIA
42,Lauridromia indica,Cannonball sponge crab,Dromiidae,BRACHYURA
38,Narcine indica,,Narcinidae,TORPEDINIFORMES
36,Makaira indica,Black marlin,Istiophoridae,SCOMBROIDEI
34,Kali indica,,Chiasmodontidae,TRACHINOIDEI
34,Ariomma indica,Indian driftfish,Ariommatidae,"STROMATEOIDEI, ANABANTOIDEI"
33,Leptomelanosoma indicum,Indian threadfin,Polynemidae,PERCOIDEI
38,Chiloscyllium indicum,Slender bambooshark,Hemiscylliidae,ORECTOLOBIFORMES
34,Polyipnus indicus,,Sternoptychidae,STOMIIFORMES
33,Antennarius indicus,Indian frogfish,Antennariidae,LOPHIIFORMES
33,Parupeneus indicus,Indian goatfish,Mullidae,PERCOIDEI
57,Cistopus indicus,Old woman octopus,Octopodidae,CEPHALOPODA
41,Leandrites indicus,Indian small prawn,Palaemonidae,NATANTIA
45,Acetes indicus,Jawla paste shrimp,Sergestidae,NATANTIA
45,Penaeus indicus,Indian white prawn,Penaeidae,NATANTIA
37,Trachurus indicus,Arabian scad,Carangidae,PERCOIDEI
35,Stolephorus indicus,Indian anchovy,Engraulidae,CLUPEIFORMES
33,Platycephalus indicus,Bartail flathead,Platycephalidae,SCORPAENIFORMES
33,Pherallodus indicus,,Gobiesocidae,GOBIESOCIFORMES
33,Melichthys indicus,Indian triggerfish,Balistidae,TETRAODONTIFORMES
37,Ateleopus indicus,,Ateleopodidae,LAMPRIFORMES
34,Astronesthes indicus,,Stomiidae,STOMIIFORMES
38,Apristurus indicus,Smallbelly catshark,Scyliorhinidae,CARCHARHINIFORMES
37,Alectis indicus,Indian threadfish,Carangidae,PERCOIDEI
13,Trachyglanis ineac,,Amphiliidae,SILURIFORMES
13,Mimagoniates inequalis,Croaking tetra,Characidae,CHARACIFORMES
33,Lagocephalus inermis,Smooth blaasop,Tetraodontidae,TETRAODONTIFORMES
13,Ageneiosus inermis,,Ageneiosidae,SILURIFORMES
57,Sepiella inermis,Spineless cuttlefish,Sepiidae,CEPHALOPODA
46,Thysanoessa inermis,,Euphausiidae,EUPHAUSIACEA
34,Sebastes inermis,,Scorpaenidae,SCORPAENIFORMES
13,Nematogenys inermis,,Trichomycteridae,SILURIFORMES
33,Cheilio inermis,Cigar wrasse,Labridae,PERCOIDEI
33,Anoplagonus inermis,Smooth alligatorfish,Agonidae,SCORPAENIFORMES
,Pterodroma inexpectata,Mottled petrel,Procellariidae,PROCELLARIIFORMES
34,Benthalbella infans,Zugmayer's pearleye,Scopelarchidae,AULOPIFORMES
34,Avocettina infans,Avocet snipe eel,Nemichthyidae,ANGUILLIFORMES
51,Polymesoda inflata,Inflated marsh clam,Corbiculidae,BIVALVIA
32,Macrouroides inflaticeps,,Macrouridae,GADIFORMES
43,Panulirus inflatus,Blue spiny lobster,Palinuridae,REPTANTIA
34,Careproctus inflexidens,,Liparidae,SCORPAENIFORMES
33,Fusigobius inframaculatus,,Gobiidae,GOBIOIDEI
52,Latirus infundibulum,Brown-lined latirus,Fasciolariidae,GASTROPODA
34,Vomeridens infuscipinnis,,Bathydraconidae,PERCOIDEI
57,Moroteuthis ingens,Greater hooked squid,Onychoteuthidae,CEPHALOPODA
34,Parvilux ingens,,Myctophidae,MYCTOPHIFORMES
45,Sicyonia ingentis,Pacific rock shrimp,Sicyoniidae,NATANTIA
34,Nessorhamphus ingolfianus,Duckbill oceanic eel,Derichthyidae,ANGUILLIFORMES
33,Cirrhimuraena inhacae,Inhaca fringelip,Ophichthidae,ANGUILLIFORMES
34,Holtbyrnia innesi,Teardrop tubeshoulder,Platytroctidae,SALMONIFORMES
13,Paracheirodon innesi,Neon tetra,Characidae,CHARACIFORMES
41,Atya innocous,Basket shrimp,Atyidae,NATANTIA
